Gene	Chim2012.logFC	Chim2012.padj
SLC2A9	-0.15372209	0.4509194
SLC30A1	0.4435254	0.4340245
SLC30A10	-0.17995195	0.3499535
SLC30A2	0.43997039	0.3150558
SLC30A3	0.03517914	0.9180509
SLC30A4	-0.10073724	0.4906548
SLC30A5	0.41974588	0.0033544
SLC30A6	-0.12526064	0.594684
SLC30A7	0.58968297	0.0119327
SLC30A8	0.24043403	0.2711913
SLC30A9	0.04716807	0.8602311
SLC31A1	0.23501291	0.2761215
SLC31A2	0.0615982	0.8188819
SLC32A1	0.01242819	0.962305
SLC33A1	-0.28845182	0.0736419
SLC34A1	0.04238486	0.829271
SLC34A2	0.02149987	0.9298348
SLC34A3	-0.09643078	0.7330338
SLC35A1	-0.0468977	0.9180509
SLC35A2	-0.59007807	0.1015611
SLC35A3	1.79594775	0.000265
SLC35A4	0.05284748	0.7980153
SLC35A5	0.12025881	0.6090739
SLC35B1	-0.03422212	0.9367954
SLC35B3	0.05918522	0.86656
SLC35B4	0.69064951	0.1616637
SLC35C1	0.03333693	0.9414022
SLC35C2	0.33173304	0.1820701
SLC35D1	-0.36736369	0.1107291
SLC35D2	0.68252793	0.0029165
SLC35D3	-0.17036037	0.2329117
SLC35E1	1.57650631	0.0000189
SLC35E3	0.58687457	0.0254697
SLC35E4	0.20169745	0.1656616
SLC35F1	-0.1060513	0.6650556
SLC35F2	0.46824123	0.5599706
SLC35F3	-0.10128455	0.670599
SLC35F4	-0.03583674	0.8368124
SLC35F5	0.41071252	0.147308
SLC35F6	-0.43960047	0.1574995
SLC35G1	-0.23112626	0.3860631
SLC35G2	-0.34493999	0.6442482
SLC35G3	-0.00209422	0.9940287
SLC36A1	-0.11343245	0.5990779
SLC36A4	-0.38365945	0.1565037
SLC37A1	0.24517813	0.1394294
SLC37A2	-0.06594024	0.7498006
SLC37A3	-0.19458466	0.3620868
SLC37A4	0.24188804	0.4080627
SLC38A1	-0.28022728	0.1657275
SLC38A10	0.92634467	0.001961
SLC38A11	-0.26543822	0.343583
SLC38A2	0.15086174	0.3671305
SLC38A3	0.01189441	0.9642374
SLC38A4	-0.14404559	0.2698389
SLC38A5	-0.1723679	0.3727858
SLC38A6	-0.04482212	0.9095634
SLC38A7	0.61987572	0.0046107
SLC38A9	0.38323058	0.5995784
SLC39A1	-0.43504677	0.0281774
SLC39A10	0.06670694	0.8667548
SLC39A11	0.11715909	0.7720547
SLC39A12	-0.05318155	0.817457
SLC39A13	0.2434887	0.4472204
SLC39A14	-1.32494278	0.0107749
SLC39A2	0.02188401	0.9222755
SLC39A3	-0.18455482	0.5037957
SLC39A4	0.2007401	0.4520171
SLC39A5	-0.17382393	0.4437175
SLC39A6	-1.02515364	0.1985337
SLC39A7	-0.29956617	0.3917129
SLC39A8	-0.3094162	0.1601808
SLC39A9	-0.2937644	0.0963664
SLC3A1	0.0505147	0.819399
SLC3A2	-0.00260143	0.9955666
SLC40A1	-0.39130078	0.1862019
SLC41A1	0.2091342	0.2157216
SLC41A2	-0.25138759	0.6339343
SLC41A3	-0.39604177	0.0419929
SLC43A1	-0.15169163	0.5859003
SLC43A2	-0.23013305	0.4286665
SLC43A3	-0.17609759	0.7658721
SLC44A1	1.54652442	0.0000324
SLC44A2	0.23688011	0.4381969
SLC44A3	0.24029188	0.4097614
SLC44A4	0.23496261	0.4229512
SLC44A5	0.4730298	0.1158611
SLC45A1	0.07099571	0.6449314
SLC45A2	-0.15516687	0.4763539
SLC45A3	0.18372545	0.3848713
SLC45A4	1.05098554	0.0271987
SLC46A1	0.20088949	0.1953819
SLC46A2	0.05982666	0.7921213
SLC46A3	-0.26707735	0.490028
SLC47A1	-0.0801547	0.720893
SLC47A2	-0.09761806	0.7083409
SLC48A1	-0.16469269	0.2393792
SLC4A1	0.11996145	0.7866565
SLC4A10	-0.04481454	0.859917
SLC4A11	-0.16865263	0.3465422
SLC4A1AP	0.47528982	0.0166543
SLC4A2	0.36513987	0.1106505
SLC4A3	0.28703503	0.1911547
SLC4A4	1.33064958	0.0009563
SLC4A5	0.24657822	0.2156948
SLC4A7	-0.4624072	0.2270342
SLC4A8	-0.21713982	0.1660868
SLC4A9	-0.05770617	0.7949091
SLC50A1	-0.12267132	0.7049302
SLC51A	-0.03967881	0.8881058
SLC51B	0.31412959	0.1766512
SLC52A1	-0.47446775	0.294025
SLC52A2	0.25532675	0.1674956
SLC52A3	-0.14379845	0.8756102
SLC5A1	-0.25132446	0.0847943
SLC5A10	-0.03014781	0.8698825
SLC5A11	-0.05031428	0.9042219
SLC5A12	0.16569019	0.2372918
SLC5A2	0.05622959	0.7808513
SLC5A3	-0.71017637	0.0386283
SLC5A4	-0.02821765	0.9049803
SLC5A5	-0.0089428	0.9830264
SLC5A6	0.12163029	0.7209215
SLC5A7	0.01485543	0.9510642
SLC5A8	0.07914433	0.7145014
SLC5A9	0.33126373	0.0211937
SLC6A1	0.12579002	0.4193587
SLC6A11	-0.15184321	0.3960728
SLC6A12	-0.13908944	0.5605372
SLC6A13	-0.1054553	0.6110698
SLC6A14	-0.02284622	0.9301755
SLC6A15	-0.19040585	0.1957162
SLC6A16	0.57577458	0.1328828
SLC6A17	-0.1693181	0.4270988
SLC6A18	0.04345555	0.8520434
SLC6A19	-0.10577841	0.5380076
SLC6A2	0.6957529	0.1367155
SLC6A20	-0.26035996	0.1766672
SLC6A3	0.11126399	0.6104842
SLC6A4	0.41932192	0.0346249
SLC6A5	-0.17663741	0.2935909
SLC6A6	-0.83897515	0.0356621
SLC6A7	-0.15193777	0.4399287
SLC6A8	0.13390418	0.7463645
SLC6A9	-0.09439855	0.6997523
SLC7A1	-0.32539835	0.3137046
SLC7A10	0.11739807	0.686718
SLC7A11	0.35373402	0.07545
SLC7A11-AS1	0.2108623	0.1168631
SLC7A13	-0.12699099	0.460661
SLC7A14	-0.16462345	0.2694896
SLC7A2	0.95755558	0.0068391
SLC7A3	0.09440231	0.7205792
SLC7A4	0.20972691	0.6539741
SLC7A5	0.64176141	0.2113535
SLC7A6	-0.555333	0.0177058
SLC7A6OS	-0.03969174	0.9002049
SLC7A7	0.0186244	0.9671324
SLC7A8	-1.70485257	0.0054482
SLC7A9	-0.04984121	0.8329274
SLC8A1	-0.95818272	0.0010712
SLC8A1-AS1	-0.15254102	0.2483615
SLC8A2	-0.16439876	0.4488642
SLC8A3	-0.06798182	0.811097
SLC8B1	-0.23152223	0.2515145
SLC9A1	0.37894554	0.1393758
SLC9A2	0.01959858	0.9223398
SLC9A3	-0.07437859	0.7248275
SLC9A3R1	0.24521761	0.1686226
SLC9A3R2	-0.12221942	0.5994486
SLC9A5	-0.18885279	0.3178927
SLC9A6	0.25921755	0.1264878
SLC9A7	-0.36455417	0.0400285
SLC9A8	0.14162373	0.4722412
SLC9A9	0.16883316	0.3193943
SLC9B2	-0.08581395	0.6943875
SLC9C2	-0.03255482	0.8888291
SLCO1A2	-0.19510594	0.3674458
SLCO1B1	0.07791472	0.6894347
SLCO1B3	-0.09757729	0.5223054
SLCO1C1	0.08031979	0.6032482
SLCO2A1	0.24442769	0.6393494
SLCO2B1	0.24300146	0.2005602
SLCO3A1	0.06952496	0.7624703
SLCO4A1	-0.14891248	0.5024029
SLCO4A1-AS1	-0.0713656	0.7808115
SLCO4C1	0.1204556	0.5311258
SLCO5A1	-0.11530085	0.5413769
SLCO6A1	0.18182082	0.1962602
SLF1	0.25796532	0.2347086
SLF2	0.55635748	0.0145966
SLFN11	-0.13030862	0.6173471
SLFN12	0.06643882	0.8647758
SLFN13	-0.08074532	0.7483662
SLFN5	-0.37411322	0.022538
SLFNL1	0.0461134	0.8793622
SLFNL1-AS1	0.0976429	0.6763127
SLIRP	0.36302852	0.2539951
SLIT1	-0.16790762	0.5849513
SLIT1-AS1	-0.07246313	0.8213108
SLIT2	-0.3986044	0.3868295
SLIT2-IT1	-0.0437088	0.8181402
SLIT3	0.15343109	0.3947303
SLITRK1	-0.07005982	0.7363954
SLITRK2	0.04624648	0.8559959
SLITRK3	-0.02793441	0.9135485
SLITRK4	-0.10093431	0.6206158
SLITRK5	-0.12203832	0.5262425
SLITRK6	0.22420545	0.3995613
SLK	0.1740777	0.4158119
SLMAP	-1.05750562	0.0109337
SLN	0.1050569	0.6812936
SLPI	-0.64416132	0.1237317
SLTM	0.17599029	0.3008815
SLU7	0.22615528	0.3150558
SLURP1	0.08113227	0.7368108
SLX4	0.25792327	0.420241
SLX4IP	-0.26527691	0.1814793
SMA4	0.9617611	0.0111738
SMAD1	0.35681538	0.0184362
SMAD1-AS2	-0.09200664	0.5314107
SMAD2	0.44680195	0.0842797
SMAD3	-0.63943849	0.0146294
SMAD4	1.24914722	0.0002043
SMAD5	-1.53905019	0.000936
SMAD5-AS1	-0.01526866	0.9562479
SMAD6	0.31461487	0.430123
SMAD7	-0.33116302	0.0634333
SMAD9	-0.12303987	0.4409418
SMAGP	-0.10382175	0.8714267
SMAP1	0.10680456	0.5999587
SMAP2	-0.17241411	0.5076206
SMARCA1	-0.25561123	0.1886109
SMARCA2	-0.80481511	0.0819031
SMARCA4	0.95531263	0.0111599
SMARCA5	0.36856155	0.0179226
SMARCAD1	-0.11102466	0.6967491
SMARCAL1	0.13563776	0.523946
SMARCB1	0.51937837	0.0074386
SMARCC1	-0.47150235	0.0030615
SMARCC2	0.99382099	0.0006031
SMARCD1	0.29923973	0.161819
SMARCD2	-0.03245668	0.923257
SMARCD3	0.18007569	0.4535326
SMARCE1	0.30225296	0.2365799
SMC1A	-0.18597846	0.3848241
SMC1B	-0.03880567	0.8602294
SMC2	0.24413309	0.2392494
SMC3	-2.39537504	0.000089
SMC4	-0.46107894	0.3147859
SMC5	-1.53480899	0.0000555
SMC5-AS1	-0.14570427	0.4550763
SMC6	-0.12782736	0.7562994
SMCHD1	-0.90909858	0.000903
SMCO1	-0.10668254	0.4907278
SMCO3	-0.07206683	0.8650736
SMCO4	-0.2203352	0.6886705
SMCP	0.06092796	0.8301217
SMCR5	-0.00257005	0.9925949
SMCR8	-0.77791319	0.0077851
SMDT1	0.11719108	0.5238892
SMG1P5	0.57500219	0.0341361
SMG5	0.22211828	0.2507161
SMG6	0.14025268	0.5519238
SMG7	-1.27980232	0.000903
SMG7-AS1	-0.09708495	0.6670596
SMG8	-0.32051201	0.2613659
SMG9	-0.10765285	0.6848966
SMIM1	-0.06487284	0.8162293
SMIM10	-0.01879973	0.9336948
SMIM10L1	-0.25314398	0.4123308
SMIM10L2A	-0.1140274	0.5911528
SMIM11A	0.42421208	0.0517568
SMIM12	-0.18604398	0.5121351
SMIM13	-0.34977293	0.0430559
SMIM14	0.60605107	0.1645626
SMIM15	-0.05538073	0.8602791
SMIM17	0.05645256	0.774755
SMIM19	0.00332375	0.9950331
SMIM2	0.06464186	0.7392505
SMIM2-AS1	-0.14686818	0.5282748
SMIM20	-0.00612707	0.9929016
SMIM21	-0.065869	0.6820132
SMIM22	0.14379515	0.4770283
SMIM24	-0.00100503	0.9979228
SMIM3	0.11369628	0.8686024
SMIM4	0.17368345	0.361701
SMIM5	0.19811898	0.7501416
SMIM6	-0.00207567	0.995283
SMIM7	0.42389926	0.106231
SMIM8	-0.54158917	0.0196102
SMKR1	0.95108476	0.0352576
SMLR1	-0.07549009	0.779889
SMNDC1	0.10576868	0.7181813
SMNP	-0.01902609	0.9426297
SMO	-0.02554412	0.9354711
SMOC1	0.18344812	0.2508768
SMOC2	0.69129047	0.2271464
SMOX	-0.41583919	0.0854982
SMPD1	0.30233388	0.16185
SMPD2	0.54119444	0.0130692
SMPD3	-0.1633143	0.356686
SMPDL3A	-0.0925468	0.5847695
SMPDL3B	-0.23682699	0.5244955
SMPX	-0.13993292	0.5792254
SMR3A	0.05605392	0.8079143
SMR3B	0.05165772	0.7772524
SMS	-0.13928814	0.7614789
SMTN	0.32043676	0.2327057
SMTNL1	-0.06131811	0.8069272
SMTNL2	-0.19111462	0.482926
SMU1	-0.28691282	0.2879729
SMUG1	-0.13187991	0.7209628
SMURF1	1.26241008	0.0000402
SMURF2	1.16255103	0.000629
SMYD1	0.05892368	0.6998779
SMYD2	-0.2000042	0.7553303
SMYD3	0.13197069	0.7556202
SMYD4	-0.22649889	0.4459907
SMYD5	-0.03225393	0.9029844
SNAI1	-0.17538033	0.3261009
SNAI2	-0.60324819	0.4809883
SNAI3	-0.08513527	0.7109578
SNAI3-AS1	-0.12330003	0.4499682
SNAP23	-1.04488888	0.0065772
SNAP25	-0.15978808	0.3106727
SNAP29	0.69981485	0.0163417
SNAP47	-0.13885441	0.4656021
SNAP91	-0.0121448	0.9791933
SNAPC1	-0.24729548	0.5750097
SNAPC2	-0.06424274	0.8069272
SNAPC3	0.39137554	0.1380486
SNAPC4	0.3628192	0.1396593
SNAPC5	0.19218426	0.4964202
SNAPIN	-0.50446367	0.0326567
SNCA	0.13346786	0.5386733
SNCAIP	-0.14611096	0.4249027
SNCB	-0.0503653	0.8746105
SNCG	0.21138783	0.1951047
SND1	-0.27456817	0.2618901
SND1-IT1	0.45708228	0.1152633
SNED1	-0.23925939	0.19567
SNF8	-0.21625433	0.3723161
SNHG10	-0.03349233	0.8834407
SNHG17	-0.17508855	0.3186114
SNHG18	-0.0671803	0.8814161
SNHG19	0.11470785	0.6742868
SNHG22	0.1980216	0.5110426
SNHG24	-2.52211417	0.0012861
SNHG4	-0.04785466	0.8071896
SNIP1	0.2619875	0.1813501
SNN	0.09280128	0.5723091
SNORA17B	0.14377951	0.6485953
SNORA21	-0.32612848	0.3944824
SNORA37	-0.2061881	0.1620778
SNORA65	0.18096318	0.5031499
SNORA68	-0.18249149	0.5265674
SNORA71A	-0.16764617	0.5085751
SNORA71B	-0.08323832	0.6948054
SNORA72	0.09234391	0.7120309
SNORA74A	-0.12268314	0.4560266
SNORA78	0.06039009	0.7306984
SNORD114-3	0.91587324	0.0194643
SNORD8	-0.13264646	0.5719507
SNORD89	-0.13129807	0.7509903
SNPH	-0.00775537	0.9847324
SNRK	1.63842944	0.000036
SNRK-AS1	0.09214568	0.6274473
SNRNP200	0.96826606	0.0001162
SNRNP25	-0.15363988	0.7832237
SNRNP27	0.23650617	0.2831765
SNRNP35	0.14027281	0.7177124
SNRNP40	-1.37686014	0.0000293
SNRNP48	-0.09997492	0.7406207
SNRNP70	0.32094259	0.1615881
SNRPA	0.35641718	0.0509266
SNRPA1	0.55966043	0.0045032
SNRPB	0.34773035	0.2453178
SNRPB2	0.08656459	0.6582527
SNRPC	0.05232849	0.7821267
SNRPD1	-0.27786532	0.2041078
SNRPD2	-0.0377924	0.9304155
SNRPD3	-0.06507053	0.7724484
SNRPE	-0.24673137	0.5276988
SNRPF	-0.15155287	0.5642727
SNRPG	0.24012184	0.1731147
SNRPN	-0.0185946	0.9593872
SNTA1	0.03590469	0.8689323
SNTB1	0.53781051	0.0319477
SNTB2	0.50066043	0.1630487
SNTG1	-0.18070659	0.4097614
SNTG2	-0.20114994	0.412598
SNTN	-0.05874205	0.722029
SNU13	0.099894	0.6485953
SNUPN	0.16862888	0.5802904
SNW1	0.39548454	0.0188004
SNX1	0.37890596	0.0440015
SNX10	0.45787019	0.1424469
SNX11	0.13203201	0.339314
SNX12	0.18461266	0.3056804
SNX13	-0.79145508	0.0070246
SNX14	0.31220321	0.1506262
SNX15	-0.4748169	0.0319252
SNX16	-0.22600914	0.6177334
SNX17	-0.01628475	0.9448988
SNX18	-0.11722608	0.5257625
SNX19	-0.46543751	0.0309323
SNX2	-0.3453085	0.3562795
SNX20	-0.16641636	0.350952
SNX21	-0.36589593	0.0639648
SNX22	0.25020943	0.1496253
SNX24	0.68418837	0.0115769
SNX25	-0.19129524	0.3465736
SNX27	-1.32759972	0.0024716
SNX29	0.45483069	0.0123305
SNX29P2	-0.53562831	0.0053687
SNX3	-0.44118653	0.1452427
SNX30	-0.06475506	0.9002057
SNX31	0.05855045	0.7650235
SNX32	-0.38400383	0.0437908
SNX33	-0.18683719	0.3197385
SNX4	0.2071826	0.4220653
SNX5	-0.62994727	0.0090487
SNX6	-0.08174553	0.6972365
SNX7	-0.07625589	0.8854864
SNX8	0.45667229	0.0484695
SNX9	-0.73661051	0.0056477
SOAT1	-0.39124889	0.4155227
SOAT2	0.06092258	0.8132387
SOBP	0.52687621	0.0082656
SOCS1	-0.23332805	0.1524499
SOCS2	-0.96095972	0.0047056
SOCS2-AS1	0.20717316	0.2492784
SOCS3	-0.35160065	0.0450095
SOCS4	0.47332458	0.1299954
SOCS5	0.47259102	0.0772713
SOCS6	0.50599318	0.0277732
SOCS7	0.8584014	0.0050443
SOD1	0.00008221	0.9998119
SOD2	-0.31747237	0.6001495
SOD3	0.05429114	0.9294603
SOGA1	0.44348764	0.0539709
SOHLH1	-0.01600809	0.9549527
SOHLH2	-0.31480527	0.2151195
SON	-1.36732293	0.0005296
SORBS1	1.01732502	0.0002783
SORBS2	-1.77839106	0.0005334
SORBS3	-0.22475824	0.1918503
SORCS1	-0.10638122	0.4880283
SORCS2	0.32484656	0.0614181
SORCS3	-0.09700933	0.5349599
SORCS3-AS1	-0.03433538	0.8995014
SORD	-0.1129859	0.491147
SORL1	0.47157927	0.1076251
SORT1	-0.90519905	0.0363074
SOS1	-0.77155333	0.0188901
SOS1-IT1	-0.87450055	0.10466
SOS2	-1.3664893	0.0023816
SOST	-0.08852677	0.6645727
SOSTDC1	-0.01649294	0.9425107
SOWAHA	-0.10213976	0.5417837
SOWAHC	1.60047493	0.00187
SOX1	-0.33907252	0.0872992
SOX10	-0.07383375	0.8463167
SOX11	-0.11971436	0.6733586
SOX12	0.04222255	0.8707466
SOX13	0.46743126	0.0691552
SOX14	0.00517044	0.9873045
SOX15	-0.41652584	0.1870972
SOX17	0.02029361	0.9705252
SOX18	0.36419206	0.027836
SOX2	-0.25508347	0.087452
SOX2-OT	-0.01156235	0.9583747
SOX21	0.0653749	0.8705394
SOX21-AS1	-0.06878147	0.7411756
SOX3	0.11849308	0.618715
SOX30	-0.10469737	0.7212917
SOX4	0.24682465	0.5451194
SOX5	-1.10025156	0.0026712
SOX5P1	-0.18530269	0.3239341
SOX6	0.61661502	0.1702036
SOX7	1.11823644	0.0670039
SOX8	0.0572104	0.8254938
SOX9	-0.29785556	0.0995618
SOX9-AS1	-0.08247295	0.6331455
SP1	0.49584809	0.0077559
SP100	0.35518613	0.1752177
SP110	-0.7267147	0.0125002
SP140	-0.11238537	0.4485288
SP140L	0.37209607	0.2935644
SP2	0.15206547	0.4521219
SP2-AS1	-0.03005371	0.897166
SP3	1.1411915	0.0092202
SP3P	-0.10849328	0.6046462
SP4	-0.06345696	0.7725045
SP5	0.15936709	0.6687244
SP6	0.42425185	0.3213467
SP7	-0.01520781	0.9609861
SP8	-0.15245014	0.5040045
SPA17	0.28985133	0.1632164
SPACA1	-0.06255436	0.7557832
SPACA3	0.02606949	0.9354226
SPACA4	-0.08401652	0.7443217
SPACA6	0.20978861	0.3844328
SPACA7	0.02448931	0.9162709
SPACA9	0.19453192	0.2486784
SPAG1	-0.17985592	0.3251805
SPAG11A	-0.00795064	0.982354
SPAG16	0.52460198	0.1392877
SPAG17	-0.17477603	0.2644094
SPAG4	-0.12537488	0.7857539
SPAG5	0.04475946	0.9070941
SPAG5-AS1	-0.16214237	0.45106
SPAG6	0.0026495	0.9913439
SPAG7	0.19767923	0.2990435
SPAG8	0.24573913	0.3515166
SPAG9	-1.12205572	0.0025982
SPAM1	-0.2077898	0.1786764
SPANXA2-OT1	-0.04593635	0.7885511
SPANXB1	-0.02545457	0.9029844
SPARC	-0.21476116	0.6197051
SPARCL1	0.08012543	0.9061611
SPAST	0.24213123	0.3630436
SPATA1	-0.03038907	0.8871983
SPATA12	0.07548985	0.782815
SPATA13	0.91340999	0.0644776
SPATA16	-0.02171464	0.9359119
SPATA17	0.12718463	0.4095522
SPATA18	0.56827074	0.0171001
SPATA19	0.20189715	0.2529081
SPATA2	0.2321495	0.2737768
SPATA20	0.42076778	0.2584382
SPATA21	0.33945055	0.1465205
SPATA22	-0.13562465	0.39132
SPATA24	0.16131554	0.550747
SPATA25	-0.04990363	0.8418648
SPATA2L	0.38701115	0.0767126
SPATA3	-0.00038996	0.9989321
SPATA3-AS1	0.02573514	0.9463516
SPATA31C2	0.00648737	0.9776073
SPATA31E1	-0.28597503	0.0622547
SPATA32	0.16164994	0.3405748
SPATA33	0.35369286	0.1749308
SPATA4	-0.1109242	0.7227407
SPATA41	0.01910691	0.9194335
SPATA42	-0.09949174	0.7938564
SPATA45	-0.02921348	0.8852956
SPATA5	0.1600986	0.3233289
SPATA5L1	0.75611306	0.004237
SPATA6	-0.15310211	0.4535227
SPATA6L	-0.12395549	0.4965982
SPATA7	0.10092463	0.6224037
SPATA8	-0.01274247	0.9719313
SPATA9	-0.20310378	0.4627581
SPATC1	0.02691932	0.8927113
SPATC1L	0.33815078	0.6506294
SPATS1	-0.11780738	0.7065202
SPATS2	0.49886112	0.0562937
SPATS2L	0.7389463	0.0035575
SPC24	0.04341269	0.8838154
SPC25	0.06033254	0.8523791
SPCS1	0.13785115	0.522981
SPCS2	-0.26691437	0.3835267
SPCS3	-0.61060935	0.0627543
SPDEF	0.1417263	0.476945
SPDL1	-0.09408765	0.6457098
SPDYA	-0.05167184	0.8125029
SPDYE2	1.33375932	0.0004199
SPECC1	-0.10650535	0.5672223
SPECC1L	0.09259138	0.7535928
SPEF1	-0.08521376	0.6774089
SPEF2	-0.2749629	0.1980503
SPEM1	0.10514665	0.6782571
SPEN	-1.41855878	0.0026593
SPERT	0.38648591	0.1251923
SPESP1	0.59410477	0.5839631
SPG11	0.21983943	0.2059975
SPG20	-0.25629115	0.0952036
SPG20-AS1	-0.13074908	0.4711734
SPG21	0.6247634	0.0013794
SPG7	-0.06052814	0.7498772
SPHK1	0.04882941	0.8890714
SPHK2	0.21632256	0.2612377
SPHKAP	-0.06532121	0.7620401
SPI1	0.26309185	0.1344976
SPIB	-0.08668542	0.6760349
SPIC	-0.1425448	0.3380548
SPICE1	0.16542168	0.3650072
SPIDR	-0.4316619	0.1690467
SPIN1	-1.43574838	0.0001516
SPIN2A	-0.23168039	0.2614118
SPIN3	-0.28675647	0.1772276
SPIN4	0.22010029	0.732679
SPINK1	0.05035019	0.8032082
SPINK13	0.01363292	0.9582703
SPINK2	0.09297605	0.6956005
SPINK4	0.05454545	0.8181842
SPINK5	0.37847119	0.4248119
SPINK6	0.12504101	0.5447366
SPINK7	-0.02428484	0.9079772
SPINT1	-0.14301157	0.7252663
SPINT2	0.21586561	0.396564
SPINT3	-0.10704274	0.473107
SPIRE1	-0.40424666	0.0071394
SPIRE2	0.9692854	0.0044839
SPN	0.66505365	0.0005863
SPNS1	-0.03488092	0.9029844
SPNS2	0.24464978	0.4385714
SPNS3	0.04111609	0.815993
SPO11	-0.13662367	0.3689299
SPOCD1	0.13743878	0.4149795
SPOCK1	0.36498035	0.8650736
SPOCK2	-0.17395811	0.4762054
SPOCK3	-0.19776616	0.2001328
SPON1	0.57584534	0.355086
SPOP	0.69066315	0.0004789
SPOPL	0.17251167	0.3826878
SPOUT1	0.27626991	0.3347756
SPP1	0.17336176	0.8662655
SPP2	-0.08986654	0.7692718
SPPL2A	0.10428123	0.7495289
SPPL2B	0.13585239	0.573093
SPPL2C	0.09266877	0.7821139
SPPL3	-1.08962506	0.0082026
SPR	0.08443966	0.6771411
SPRED1	-0.42550463	0.0247475
SPRED2	0.32370405	0.2994447
SPRED3	-0.37696467	0.1428659
SPRN	-0.15546899	0.5267843
SPRNP1	-0.08673625	0.6805692
SPRR1A	-0.09854379	0.6465609
SPRR1B	-0.15255132	0.2618055
SPRR2B	0.12908039	0.4253532
SPRR2C	0.10809979	0.6274473
SPRR2G	-0.12998557	0.5122315
SPRR3	0.07034631	0.7537249
SPRR4	-0.19811134	0.572109
SPRTN	0.02724109	0.9290766
SPRY1	0.28837147	0.4798836
SPRY2	0.32694912	0.4337214
SPRY3	0.00910721	0.9689566
SPRY4	0.29759141	0.3453008
SPRY4-IT1	0.87385492	0.0406102
SPRYD3	0.25459022	0.345025
SPRYD4	0.30284109	0.38555
SPRYD7	-0.84596086	0.0138145
SPSB1	0.19132913	0.6061504
SPSB2	0.16881738	0.732586
SPSB3	0.19085083	0.4825415
SPSB4	-0.14162264	0.4936636
SPTA1	0.12308335	0.5429395
SPTAN1	0.42732687	0.2037316
SPTB	0.15177832	0.6171174
SPTBN1	-1.30000733	0.000278
SPTBN2	0.2250289	0.296318
SPTBN4	-0.19863796	0.3326144
SPTBN5	-0.04264378	0.8871983
SPTLC1	-0.87674779	0.0128667
SPTLC2	-0.43437395	0.2610203
SPTLC3	1.75591805	0.0292798
SPTSSA	-0.69186439	0.1452355
SPTSSB	-0.14065046	0.4473356
SPTY2D1	0.26015606	0.1125023
SPTY2D1-AS1	-0.1430182	0.4350354
SPX	1.31146265	0.0219647
SPZ1	-0.07188458	0.6905026
SQLE	-0.74494285	0.0171304
SQRDL	0.15093937	0.7303821
SQSTM1	-0.70105982	0.0112067
SRA1	-0.45359336	0.2031271
SRBD1	0.4319746	0.0748316
SRC	0.15844884	0.538761
SRCAP	-0.27320404	0.263023
SRCIN1	0.2023829	0.2505487
SRD5A1	0.12310195	0.5091947
SRD5A2	-0.12962065	0.5045432
SRD5A3	-0.16129356	0.6474444
SRD5A3-AS1	-0.07816529	0.6620731
SREBF1	0.12875824	0.8213983
SREBF2	-0.41482105	0.083073
SREK1	-0.50376206	0.0128667
SREK1IP1	0.28586359	0.144337
SRF	0.23277664	0.675242
SRFBP1	0.32765112	0.1324543
SRGAP1	-0.50012451	0.0751873
SRGAP2	-1.05821904	0.0011161
SRGAP2C	-1.34768734	0.0010706
SRGAP3	-0.33806329	0.1995167
SRGN	-0.58621788	0.2545418
SRI	0.80623808	0.0573142
SRL	-0.092239	0.6939536
SRM	-0.19025202	0.5344799
SRMS	-0.11411142	0.479539
SRP14	-0.11660862	0.4156333
SRP19	0.16945763	0.4518018
SRP54	-0.20005283	0.1833016
SRP68	0.10678101	0.6851601
SRP72	0.67564822	0.0127388
SRP9	-0.00350819	0.9890234
SRPK1	0.31948614	0.1522833
SRPK2	-0.23759394	0.1123978
SRPK3	0.01876969	0.9491557
SRPRA	-0.62701818	0.0648215
SRPRB	-0.75023288	0.0022128
SRPX	0.24208527	0.6457728
SRPX2	0.293219	0.4369417
SRR	-0.1081276	0.6215416
SRRD	0.28339491	0.3307635
SRRM1	-0.49112329	0.0151144
SRRM2	-1.67386969	0.0014295
SRRM2-AS1	-0.11833815	0.5648689
SRRM3	0.20027428	0.3847363
SRRM4	-0.10561585	0.6433633
SRRM5	-0.17958808	0.4245674
SRRT	0.52883778	0.0064193
SRSF1	-1.25967152	0.0018308
SRSF10	0.78403273	0.0680828
SRSF11	-1.13375997	0.000146
SRSF12	0.08358893	0.6781373
SRSF3	-0.95629301	0.0144281
SRSF4	0.91688747	0.0019384
SRSF5	-1.21069545	0.0061942
SRSF6	-0.30518055	0.2037236
SRSF7	-1.2710595	0.0012862
SRSF8	1.03454059	0.0004797
SRXN1	0.27898502	0.4801533
SRY	-0.10421915	0.6374362
SS18	-0.74805584	0.0096411
SS18L1	0.15186462	0.5050395
SS18L2	0.03049765	0.9308722
SSB	-1.12585717	0.0031512
SSBP1	-0.5810741	0.1115442
SSBP2	-0.35007992	0.165903
SSBP3	-0.21205864	0.3792987
SSBP3-AS1	0.23469848	0.4716064
SSBP4	0.45628376	0.0393375
SSC4D	-0.20703287	0.4964724
SSC5D	-0.15163393	0.5372078
SSFA2	-1.44999061	0.0036943
SSH1	-1.19051933	0.000064
SSH2	-0.19950257	0.5055576
SSH3	0.57083149	0.0016183
SSMEM1	-0.04666853	0.8202477
SSNA1	-0.07331276	0.7944366
SSPN	-0.1887897	0.2348344
