Gene	Ackerman2015.log2FC	Ackerman2015.padj
PYY	0.186638842	NA
CCPG1	0.186729145	0.854690363
TUFM	0.186866842	0.669217394
S100A2	0.186887361	NA
PGRMC1	0.18689733	0.781780515
UBALD2	0.186943916	0.870088455
NPDC1	0.187007728	0.866621511
NXPH4	0.187172873	0.965619678
PITPNA	0.187217854	0.714487868
CES4A	0.187250764	0.93764308
ACACA	0.187340614	0.834085175
SPTSSB	0.18742187	NA
C15orf41	0.187519025	0.907227113
TCEB3	0.187703944	0.49138987
DCAF4L1	0.187778898	0.954009971
HKR1	0.187846947	0.522238013
GCN1L1	0.188008756	0.322460514
ZFP69	0.188145257	0.932149649
MYL4	0.188296645	0.963148192
IDH3G	0.188318097	0.649923143
SYCE1L	0.188380218	0.962195248
DCDC2B	0.188430283	NA
TACC1	0.188550061	0.574886798
BIN3	0.188563178	0.807934173
TIMM44	0.188891631	0.752896915
ZNF764	0.188907896	0.881503382
KCNK15	0.188912644	NA
PPARA	0.188974123	0.65281104
MTHFD2	0.188986564	0.890297087
TMEM129	0.188990816	0.684138196
CCDC175	0.189017703	NA
DCC	0.189050749	NA
NUCB1	0.189133875	0.810452599
CAMTA1	0.189184461	0.864978161
C16orf91	0.189231235	0.870088455
C1orf35	0.189382317	0.846588254
TXNDC16	0.189439354	0.857790126
C16orf86	0.189502359	0.943323799
SPATC1	0.189548729	NA
KCNG3	0.189565871	NA
SCARB2	0.189599694	0.690295982
MEPCE	0.189612564	0.791519283
UST	0.189695118	0.891354256
ADAD2	0.189702165	NA
PLIN3	0.189778912	0.767343716
NCDN	0.189820414	0.777231602
SPTLC3	0.189824711	0.881503382
ANP32B	0.189850189	0.783928965
SAC3D1	0.190086514	0.938836872
ACO1	0.190087359	0.704139135
REM2	0.190164256	NA
RLN1	0.190169664	NA
C10orf2	0.190256174	0.85376796
GPR176	0.190268225	0.934853794
SSBP3	0.19041966	0.85440557
MYEOV2	0.190442067	0.807934173
MYBPHL	0.190538902	NA
HGD	0.190666249	NA
CYB5R3	0.190666772	0.669217394
NAGPA	0.190770244	0.844444107
NINJ1	0.190779617	0.745873257
FBXL8	0.190825028	0.932149649
UBASH3B	0.190856655	0.810452599
ZHX2	0.19085681	0.7703353
HBE1	0.190880085	0.96838905
PC	0.190913439	0.859400761
CR1	0.190914272	0.834439283
CASP9	0.191009031	0.807934173
FGF22	0.191028382	NA
WASF2	0.191044892	0.829511785
DHRS9	0.19104635	0.933776742
GRAMD1C	0.19107613	0.849986061
HMGB3	0.191080128	0.797107919
KAZALD1	0.19110868	0.938793569
ZNF609	0.191124402	0.607310079
KLHL21	0.191191777	0.870252708
TEX2	0.191242816	0.578857971
CCDC169	0.191321025	0.917607826
GPAA1	0.191393548	0.857432639
OR5H14	0.191397259	NA
DMP1	0.191397259	NA
C1orf158	0.191397259	NA
FOLH1B	0.191397259	NA
KRTAP20-2	0.191397259	NA
RAB33A	0.191429407	NA
SAV1	0.19150454	0.780467869
NAALADL1	0.191556875	NA
GNRH1	0.191577094	0.923361492
GFER	0.191706123	0.801004668
RECK	0.191718346	0.666735319
TMEM147	0.191722656	0.81550074
CYTH1	0.191768307	0.457963067
M1AP	0.191843731	0.948376322
DMBT1	0.191861053	NA
NKX2-5	0.19196031	NA
VMP1	0.191969165	0.828001447
NGB	0.192026071	NA
LRFN2	0.192026071	NA
MYH8	0.192026071	NA
FSHB	0.192026071	NA
SPATA31D1	0.192026071	NA
BST1	0.192041332	0.941334501
SLC9A2	0.192092379	NA
ATG2A	0.192201811	0.741842074
REEP5	0.192313136	0.697730068
MRPL51	0.192535086	0.799309375
MANEAL	0.192706158	0.904233865
LIMS2	0.192716323	0.933690788
C1orf56	0.192739187	0.925858176
RND1	0.192756198	NA
HIGD2A	0.192800688	0.772290774
PTPN12	0.192831909	0.875923422
SNTN	0.192897186	0.942585408
MYO1A	0.192910225	0.960228073
PABPC1	0.192976071	0.846230111
CHPF	0.193068039	0.897272976
MYADM	0.193160037	0.884578023
ABCA1	0.1932341	0.732020882
HIST1H3E	0.193381991	0.921772443
UBXN1	0.193425628	0.725259119
ABCA9	0.193505112	0.787318167
RAB11FIP1	0.193543855	0.668388992
CSF1	0.19354558	0.877937064
FGFBP3	0.193553723	0.956150732
B3GNT3	0.193606979	0.85440557
MEX3D	0.193725937	0.907705586
RPS10	0.193762161	0.520107697
ZBTB45	0.193871255	0.899440072
TTLL11	0.193920302	0.895933356
SSU72	0.193954692	0.743367731
PLA2G6	0.194002644	0.807934173
NRDE2	0.194060716	0.48420657
LOXL4	0.194285274	0.942585408
TBC1D10B	0.194302472	0.736835466
MEIS2	0.194400748	0.875340294
ARMC12	0.194485082	NA
C4orf47	0.194509819	NA
C7orf69	0.194578106	NA
C9orf84	0.194578106	NA
HNF1B	0.194578106	NA
SNURF	0.194578106	NA
FXYD7	0.194578106	NA
SPTSSA	0.194695648	0.846230111
MTMR6	0.194716069	0.644862022
RTN1	0.194849738	0.907227113
BTD	0.194886235	0.807934173
MKL1	0.194905424	0.827084056
C9orf117	0.194943641	NA
DNPH1	0.195140204	0.923736551
KDM4B	0.195184407	0.416432958
PLEKHO2	0.195188909	0.735728699
ANKRD13C	0.195313045	0.469624741
FYN	0.19535532	0.778884727
RNMT	0.195385762	0.454244095
SRL	0.195401304	0.91766568
EIF1	0.195432654	0.607310079
B3GNTL1	0.195499512	0.926187363
TPBGL	0.195505753	NA
SGCZ	0.195505753	NA
AGRP	0.195505753	NA
OR2W5	0.195505753	NA
CARTPT	0.195505753	NA
OR2B11	0.195505753	NA
C6orf222	0.195505753	NA
APOA5	0.195505753	NA
GLOD5	0.195505753	NA
C6orf118	0.195505753	NA
YBX1	0.195590254	0.676982273
HSPB3	0.195678894	NA
SLITRK4	0.195681655	0.859400761
FBRSL1	0.195734236	0.894077833
DNAL4	0.195937823	0.846230111
DCAF12L2	0.19602227	NA
FAM189A1	0.1960623	NA
CCDC112	0.196102811	0.933690788
NCR3LG1	0.196124194	0.934853794
TMEM31	0.196125459	NA
C9orf106	0.196176368	NA
TATDN2	0.196206318	0.743373695
SLC35E4	0.196305357	NA
SETMAR	0.196387532	0.790592842
IQCC	0.196467945	0.873264864
EGLN2	0.196503387	NA
NFKBID	0.196538639	0.909209875
CSRNP1	0.196630171	0.77816687
TMEM106C	0.196647828	0.664421011
ZNF80	0.196840437	0.932149649
UBE2S	0.196886665	0.806615022
MGST2	0.196892815	0.752077746
MVP	0.197056378	0.663898094
PITPNM1	0.197188845	0.851781981
FRRS1L	0.197259673	NA
OR2B2	0.197259673	NA
SERPINE3	0.197259673	NA
OR5B21	0.197259673	NA
INHBC	0.197259673	NA
GNB3	0.197277455	NA
RMDN2	0.197313326	0.873264864
S100B	0.197324769	NA
TMEM164	0.197472383	0.668800182
RCSD1	0.1974785	0.850519463
RGS22	0.197492787	0.948376322
PLOD1	0.197631665	0.801004668
PSMD5	0.197636392	0.761514984
ACOT6	0.197790711	NA
DAPK3	0.197829479	0.784278371
SCMH1	0.197851661	0.670159927
MBIP	0.197933601	0.767343716
TMCO6	0.197951268	0.840652556
FAM206A	0.198141109	0.785178249
UBXN6	0.198189566	0.53442739
NUDT14	0.198193142	0.926187363
L3MBTL1	0.198236752	0.800774432
SOX5	0.198238549	0.881503382
THAP3	0.198305462	0.828205286
MAP7D1	0.198358029	0.789673896
SNX25	0.198377265	0.658120899
NRAP	0.19839482	NA
C9orf173	0.198622541	NA
ARL17A	0.198689706	0.941744964
USH1G	0.19869687	NA
BACH2	0.198700532	0.898307646
ATPIF1	0.199093751	0.725259119
DPEP1	0.199240004	NA
FGA	0.199244898	NA
CFL2	0.199365102	0.895873335
CLSTN1	0.199481891	0.691418015
SAFB2	0.199484439	0.619686562
RAP1GAP2	0.199634021	0.797107919
ZNF503	0.199649293	0.938793569
SMARCB1	0.199709292	0.834085175
SMYD1	0.199715404	NA
TPSD1	0.199715404	NA
AKR1C4	0.199715404	NA
KIR2DS4	0.199715404	NA
PGA3	0.199715404	NA
INSL5	0.199715404	NA
CLTB	0.199774382	0.884690268
CABP7	0.199812128	NA
ZNF599	0.200107443	0.906031697
AKAP2	0.200124294	0.934853794
ANK2	0.200217868	0.956150732
FOXH1	0.200240227	NA
WBSCR22	0.200259315	0.623493014
IL12B	0.200306628	NA
F13B	0.200306628	NA
CER1	0.200306628	NA
CCDC8	0.200367575	0.933082319
DRAXIN	0.200374265	NA
CNTRL	0.200417865	0.717712385
ZNF133	0.200556682	0.442204778
KRT13	0.200576818	NA
POLR2I	0.200602133	0.852290622
PRKACG	0.200608444	NA
KLK3	0.200608444	NA
OR2T33	0.200608444	NA
PRSS57	0.200608444	NA
OTOP3	0.200608444	NA
WFDC12	0.200608444	NA
IL36B	0.200608444	NA
PNLIPRP2	0.200608444	NA
MRPL9	0.200697829	0.728596984
PTMA	0.200771868	0.793985543
FUS	0.200780964	0.752806819
SSSCA1	0.200844108	0.855327301
PBX3	0.200939656	0.860143606
STK40	0.2010035	0.764354536
UBE3B	0.201150143	0.452448569
GPR15	0.201195744	NA
PTCHD3	0.201195744	NA
MKX	0.201195744	NA
LCE2D	0.201195744	NA
OCM	0.201195744	NA
LRRC3C	0.201195744	NA
KRT26	0.201195744	NA
KIAA0319	0.201339833	0.948376322
ZNF703	0.201451155	0.934853794
TSPAN11	0.201462296	0.948376322
SF3B2	0.201486605	0.135265418
CCDC172	0.201756841	NA
SGSM2	0.201761103	0.744584074
CTSG	0.201819124	NA
PIWIL4	0.201860975	0.895873335
LMBRD1	0.202092409	0.674749818
COL5A1	0.202148834	0.912849782
SRM	0.202169951	0.884578023
FAM81B	0.202299595	NA
OR1E2	0.202305527	NA
PPAN	0.202354023	0.938793569
KCNJ6	0.202377435	NA
AOC2	0.20241347	0.940717191
FOXJ1	0.202433157	NA
TMEM97	0.202516111	0.901912869
CPNE1	0.202637395	0.577935018
NUDT16L1	0.202695357	0.85716344
A2ML1	0.202822188	0.894946502
MAB21L1	0.20282575	NA
TACR1	0.202888226	0.941056205
RNF126	0.202891327	0.805550854
JUND	0.202971726	0.898307646
CHMP4A	0.202972434	0.807013858
C11orf16	0.203021418	NA
STAR	0.203025492	0.932149649
YJEFN3	0.203057037	0.92484683
BIN1	0.203112345	0.864978161
ATRN	0.203168402	0.359868314
IKZF2	0.203194723	0.778954662
TFPT	0.203195865	0.852290622
TKTL1	0.203276739	NA
ANKRD18B	0.203279607	NA
CDC25C	0.203330257	0.932149649
TIMM10	0.203419457	0.870505702
TSGA10	0.203451977	0.925618311
NDUFB11	0.203488392	0.805550854
SPRED3	0.203517283	0.854690363
KCNC4	0.203564566	0.813648966
LPPR3	0.203580874	NA
GLYAT	0.203580874	NA
OR5H6	0.203580874	NA
PLA2G2D	0.203580874	NA
PLA2G12B	0.203580874	NA
IFNW1	0.203580874	NA
CECR5	0.203709986	0.898987583
AQP6	0.203713389	0.874901105
LILRB4	0.203715955	0.895933356
PRPH	0.203750943	NA
TSSC1	0.203790094	0.73357127
MT1F	0.2037962	NA
TMIE	0.203866694	NA
CAPN9	0.203949012	NA
MIF	0.20396328	0.895933356
ARHGEF19	0.204092913	0.932149649
B4GALT1	0.204187481	0.819308415
SLC35E1	0.204215532	0.621744897
CNOT3	0.204219253	0.784869914
SPATA2L	0.204238099	0.899440072
RERE	0.204250606	0.804763408
PDLIM2	0.204275834	0.832513142
WDR18	0.204343616	0.852290622
ANKRD55	0.204379155	NA
NRBP2	0.204389621	0.887674435
TXNIP	0.204449869	0.723543917
KISS1	0.204731555	0.932149649
TTLL6	0.204774267	NA
SOWAHD	0.204774895	0.9545315
MIIP	0.204814316	0.781780515
ARX	0.205001717	NA
ARHGEF4	0.205043719	0.962195248
OIP5	0.20512488	0.945130883
AIF1	0.20514581	0.844444107
TMEM156	0.205291668	0.927547132
KLC2	0.205444341	0.728296859
DEPDC4	0.205616726	NA
FGF11	0.205693295	0.94784214
TBX6	0.205917844	NA
USE1	0.20596687	0.840223296
EFHD2	0.205994432	0.804148683
MRPL2	0.206128694	0.826517478
PSTPIP1	0.206305983	0.925455864
SLC13A4	0.206530953	0.875923422
ALB	0.206555004	NA
KCTD10	0.206671008	0.578857971
HIST1H4C	0.206723857	0.780762601
PKDREJ	0.206779479	NA
CIRH1A	0.206787984	0.807934173
MIB2	0.206947609	0.842997711
SH3D21	0.20701312	0.871735777
SH2D1B	0.207168247	NA
MRPL53	0.207283308	0.806516409
CEP128	0.207404066	0.863109418
CPLX3	0.207405604	NA
PHOSPHO2	0.207427354	0.921407415
RRAS2	0.207449738	0.664879086
ALG3	0.207455443	0.741842074
KRT82	0.207504583	NA
POLD2	0.207613352	0.71370804
EFS	0.207916848	0.816550801
MIEN1	0.207940114	0.846230111
ZNF860	0.207961931	0.834085175
CLEC3A	0.20805602	NA
SFR1	0.2081436	0.860143606
NPC2	0.208145969	0.705128712
TCHH	0.208394782	0.821003604
SCEL	0.20841036	0.962195248
C2orf71	0.208455404	0.951294191
MAP3K14	0.208517696	0.849986061
TAF6L	0.208704693	0.749680218
GSTM5	0.208754343	NA
ZNF622	0.208758526	0.749680218
SERPINB13	0.208801245	NA
PRKAR2B	0.20880133	0.71370804
RNF130	0.208937945	0.674076803
ODF3L2	0.209001435	NA
TARSL2	0.209104179	0.821003604
OR52H1	0.209164612	NA
OR2T10	0.209172749	NA
MAT2A	0.20948566	0.38524973
ADAM33	0.209502298	0.926187363
WLS	0.209535514	0.883625399
ITSN1	0.20954743	0.521228136
TMEM27	0.209640286	NA
HSD17B10	0.209668879	0.834085175
VCX	0.209737718	NA
MEF2B	0.209810143	NA
ZBTB7B	0.210031833	0.741842074
TMSB15A	0.210054502	NA
ATPAF2	0.210085819	0.755543756
FERMT2	0.21016186	0.764354536
CIC	0.210386309	0.852290622
ZNF433	0.210554221	0.892599141
ZDHHC12	0.210602048	0.617565822
PCYOX1L	0.210715656	0.781780515
CHST9	0.210754271	NA
SCARA3	0.21081468	0.842158238
ASCC2	0.210828405	0.440599079
RBKS	0.210906384	0.941334501
MLST8	0.210932548	0.633453182
KCND3	0.211052844	NA
DIAPH1	0.211074142	0.751014437
GFRA2	0.211164958	0.942585408
ABR	0.211193005	0.702913576
PROCR	0.21121169	0.94784214
ZKSCAN8	0.211246097	0.826681764
SETD9	0.211247495	0.942585408
CPNE4	0.211305013	NA
MCHR1	0.211422939	NA
NDRG1	0.211454472	0.852659916
TET3	0.211612867	0.749680218
PRKCD	0.211625537	0.807934173
TYROBP	0.21165717	0.813648966
CNNM1	0.21170903	0.941334501
KCNN4	0.212193748	0.745873257
PHLPP1	0.212253343	0.621744897
SLC16A11	0.212370673	NA
IL20RA	0.212476699	0.952840316
MAP3K13	0.212576549	0.894946502
CNIH2	0.212614487	0.948736265
MYCBPAP	0.212661683	0.946022482
SLC9A3R2	0.21269395	0.86160129
GALC	0.212718024	0.622831857
USP13	0.212795459	0.668800182
CHAC2	0.212802465	NA
CMTM4	0.212855544	0.489684452
EMC6	0.212862401	0.805550854
NARS2	0.212896549	0.85621068
LAGE3	0.21295684	0.907705586
KLHL2	0.213011174	0.687967356
MYO5A	0.213094974	0.797865677
HMP19	0.213149732	0.953195963
ZNF584	0.213178375	0.875923422
GNPDA1	0.213232781	0.849440783
RGS19	0.213259554	0.890297087
ACER1	0.213309565	NA
NTN1	0.213345207	0.897272976
FAP	0.213384429	0.891768543
FGF23	0.213391385	0.952840316
IQCD	0.213441142	0.945782173
COLQ	0.213528488	0.927547132
CCL3L1	0.213577541	NA
NUMA1	0.213710169	0.117625391
MDFI	0.213787157	0.859400761
HOMER2	0.213821704	0.942585408
ZNF285	0.213834415	0.92828911
EIF4EBP2	0.213868608	0.536972636
COX19	0.213980108	0.469914625
ZNF473	0.213993861	0.725259119
CHDH	0.214053856	0.901615803
ADIPOR2	0.21422418	0.416857425
CDK7	0.214260684	0.772005163
THOC3	0.214283948	0.943323799
NOSIP	0.214415053	0.735728699
DIP2B	0.214427582	0.770488152
SLC16A7	0.214483658	0.828205286
SLC16A10	0.214558572	0.925618311
CCDC136	0.214632377	0.923361492
IBSP	0.214763291	0.955585394
APBB3	0.214765486	0.741842074
JMJD8	0.214805232	0.684138196
CLEC4E	0.21485394	0.946852124
MAPK7	0.214854806	0.675909704
PGD	0.215192643	0.834085175
TTC34	0.215200144	NA
OSCAR	0.215221845	0.933690788
OR2W3	0.21523	0.942585408
SPATA9	0.215232106	0.93727566
PRKD1	0.215242002	0.928220606
ABCD1	0.215426323	0.721873792
BNIP3L	0.215552405	0.657109774
MXRA8	0.215585136	0.851890971
GPKOW	0.215645525	0.695222679
MED16	0.215680521	0.716450593
SERPINA1	0.215720419	0.894077833
ZNF48	0.215774661	0.854690363
PELI2	0.21579607	0.864978161
GADD45GIP1	0.215829193	0.834768946
WDR6	0.215866116	0.555940324
HVCN1	0.216067746	0.894946502
ANKRD33B	0.216252055	0.846230111
ATXN2	0.216549885	0.698127914
CTU1	0.216604528	0.914963555
STEAP4	0.21666915	0.694033183
S100A10	0.21668176	0.862472803
CCDC102B	0.216886647	0.863614483
MPND	0.217055073	0.833104817
GXYLT1	0.21714793	0.477658066
NXF1	0.21721686	0.510075355
HMGA2	0.217260366	NA
PCGF1	0.21741122	0.697730068
OR2B6	0.217535729	0.943323799
PITX3	0.217584811	NA
SLC39A3	0.217988359	0.80065039
PINLYP	0.217988376	NA
CORO1A	0.218191943	0.804763408
PEX14	0.218213781	0.780194498
EIF4G1	0.218227678	0.571272187
KIF17	0.218263112	0.895226579
WNT10B	0.21831198	NA
MROH6	0.21831535	0.889794858
SUV420H1	0.21836145	0.189818352
ABCA4	0.218401002	0.942585408
GAP43	0.218453828	0.955527294
NDUFB9	0.218475296	0.698127914
ELMO1	0.218481779	0.592170124
NAA10	0.218602417	0.655154095
RSPH3	0.218778998	0.800774432
CCDC40	0.218827503	0.921623178
H2BFM	0.218879764	NA
KLRC1	0.218892882	NA
TBC1D25	0.219074359	0.777231602
QRICH2	0.219203238	0.875923422
NEUROD2	0.219277086	0.942799455
RAB5C	0.219342335	0.205255191
SUFU	0.219512105	0.852290622
TP53I13	0.219593175	0.846230111
OR2T11	0.219676114	NA
ZNF846	0.219702382	0.813648966
XCR1	0.219718844	NA
SPRY2	0.219776595	0.816550801
CHMP2A	0.219779888	0.663412269
HLA-DQB2	0.219873611	NA
CYBA	0.219914796	0.846230111
ARHGDIA	0.219931352	0.734053124
SMARCD3	0.220084495	0.901615803
ZGPAT	0.220099809	0.617565822
POLR2A	0.220113183	0.826517478
SLC19A1	0.220232367	0.851503411
IFNB1	0.220391956	NA
EPS8L2	0.220397331	0.791519283
PRELP	0.220558766	0.804763408
GPN3	0.220633993	0.721743575
FYB	0.220672996	0.846230111
PRDX4	0.220720992	0.65281104
BAIAP2	0.220731706	0.851503411
PROX1	0.221016361	0.920108557
CATSPER3	0.221020475	0.938793569
DIRC2	0.221068074	0.725259119
C7orf49	0.221140363	0.872876197
IMPG1	0.221147381	NA
MB21D1	0.221226662	0.895933356
SCYL1	0.221251083	0.581335946
FBLN7	0.221304638	0.857432639
ARHGDIG	0.221308092	NA
INPP5A	0.221378945	0.728296859
GNA12	0.221400957	0.807934173
TCTN2	0.221470115	0.778954662
ZFP41	0.221521298	0.87453834
ARPC2	0.221726957	0.49890374
SAP25	0.221758828	0.863614483
CBLN2	0.221964921	NA
TMTC1	0.222029612	0.906525599
RPL39L	0.222042027	0.941334501
CCDC78	0.222078205	NA
DUSP4	0.222132419	0.730822773
WWTR1	0.222186272	0.397771235
DCN	0.222201898	0.770954477
CTCFL	0.222206602	0.917770388
FAM64A	0.222248169	NA
PCDHGA5	0.222392748	0.904358217
DNAJB7	0.222397734	NA
NPC1	0.222471831	0.502345679
TLR8	0.222488857	0.870151018
VPS13D	0.222495387	0.038261616
KERA	0.222616513	NA
SLC25A21	0.222700638	NA
LRRD1	0.222731269	NA
IGF2BP2	0.222734245	0.778954662
PTGDS	0.222750907	0.907705586
CASK	0.222864805	0.85440557
FOXD4L6	0.22295308	NA
AP2A1	0.222988852	0.622831857
ASIC1	0.22317285	NA
DPPA4	0.223196971	0.932149649
FAM218A	0.223317992	0.94640767
PRKAR2A	0.223344057	0.67520699
MUSK	0.223395467	0.934853794
RPL28	0.22341157	0.676859349
LRRK2	0.223606228	0.860687516
SLC30A4	0.223816919	0.717712385
PTPMT1	0.223870441	0.703575431
C20orf96	0.224057682	0.932149649
ARHGEF18	0.224066129	0.584697097
KRT84	0.224066161	NA
C2CD5	0.224073312	0.764354536
FZR1	0.224265876	0.564105225
RBPMS	0.224283081	0.85376796
RFTN2	0.22437725	0.844905783
GLB1	0.224383466	0.767343716
GRAMD1B	0.224390091	0.863614483
CCDC177	0.224401317	NA
MED11	0.224439658	0.807934173
ZNF514	0.22444399	0.852315498
LEPRE1	0.224532611	0.571272187
PUSL1	0.224583939	0.825568426
KCNK6	0.22465861	0.875923422
CDK8	0.224738074	0.717712385
FAM167A	0.224844871	0.928220606
IL18	0.224893238	0.888910475
ERICH1	0.224932699	0.863614483
NFE2L1	0.22494465	0.122515456
TUBB1	0.224984661	0.921499763
AURKAIP1	0.225100611	0.781780515
MYPOP	0.225113126	0.898307646
TRIM36	0.225304921	0.926187363
OSBPL11	0.225391324	0.747589379
F2R	0.225482626	0.826517478
RPUSD3	0.225594982	0.864634776
CPVL	0.225693409	0.863614483
KLHL29	0.225772021	0.840223296
C21orf2	0.225828142	0.784869914
SLC39A2	0.225998046	NA
FAM19A5	0.225999153	NA
SYNPO	0.226102921	0.683024132
UNC93B1	0.226243378	0.826517478
IL18BP	0.2262897	0.806098543
ZBTB10	0.226353395	0.637384033
RNF144B	0.22640559	0.840223296
C1orf85	0.22648379	0.482985694
ERC1	0.226494173	0.267106584
LNX2	0.226502835	0.452210285
SEC14L2	0.226517821	0.932149649
GBE1	0.226538398	0.633453182
HIST2H2BF	0.226541	0.844444107
SPRYD7	0.226582799	0.622466596
OCEL1	0.226588997	0.897272976
NUDT10	0.226597358	NA
PGM1	0.226740377	0.898307646
CDH22	0.226831435	NA
CASZ1	0.227014255	0.874901105
ZNF439	0.227361437	0.807934173
PKN1	0.227432232	0.691137299
FSD2	0.22747835	0.847273876
SHC4	0.227492756	NA
ACY1	0.227526824	NA
NSA2	0.227847825	0.697068531
C9orf43	0.227909872	NA
ANGPTL4	0.227981976	0.730180066
HAGHL	0.227994613	0.93948719
KLF16	0.228041557	0.834768946
GDF11	0.228126028	0.902257929
PEX19	0.228155533	0.405424245
ANGPTL7	0.228164209	NA
PLEK	0.228164876	0.725259119
PRSS8	0.228430951	0.701411316
ACSS2	0.228460503	0.65281104
TENC1	0.228465957	0.839731269
ZNHIT2	0.228529182	0.899440072
SMCR8	0.228553013	0.567748376
MAP3K8	0.228582934	0.689429667
MPHOSPH10	0.228616485	0.451018953
IPCEF1	0.228646067	0.849986061
ZNF408	0.228689429	0.834768946
AMN	0.228863597	0.940731368
CCL26	0.228910891	NA
ABRACL	0.228918955	0.85621068
WIZ	0.228952699	0.784869914
ANKK1	0.228957294	NA
CAPS2	0.229034681	0.898987583
CD300A	0.229104853	0.855327301
KPTN	0.229282819	0.844446453
CRY2	0.229298405	0.697730068
PTPLAD2	0.229592699	0.854383819
TMED1	0.229596184	0.668800182
VARS	0.229976904	0.720818817
DLX5	0.229995038	0.860687516
MGST3	0.230035134	0.780467869
NDUFA13	0.230046246	0.676982273
TSSK6	0.230070834	NA
CTPS1	0.230155537	0.707663075
PFKL	0.230280988	0.691318861
MUT	0.230318027	0.517876361
COL8A2	0.230348582	0.933132695
ANKRD30B	0.230358113	NA
C22orf31	0.230452811	NA
ITGB8	0.230653258	0.744584074
ARID3A	0.23077302	0.770873614
DLGAP4	0.23091211	0.697730068
RDH10	0.230925616	0.816297978
DNM2	0.230963268	0.726564836
FAM83H	0.230979157	0.755543756
P2RY4	0.231143491	NA
DPPA3	0.231412221	NA
SZRD1	0.231433263	0.299090614
LRP1	0.231450982	0.649384677
VEGFC	0.23220961	0.804763408
NDEL1	0.232242025	0.298649324
TUBB2A	0.232389283	0.863614483
FAM3A	0.232419078	0.745873257
CDCA7L	0.232429783	0.908832321
PPARD	0.232456412	0.697730068
C9orf170	0.232539671	0.941744964
CBX8	0.232570086	0.921622444
SGCB	0.232694448	NA
LIN37	0.232786923	0.738617179
SMARCC2	0.232788857	0.241967704
KIAA1377	0.232810167	0.816550801
LILRB1	0.232815465	0.893691011
ANGPT2	0.232846663	0.949910692
WISP1	0.23292697	0.941056205
GDAP1	0.23324115	0.85042685
PNMA1	0.233248555	0.86160129
STAT3	0.233353582	0.574708275
LGALS9	0.233547517	0.807830967
USP44	0.233549529	NA
RBFA	0.233573523	0.697068531
PROB1	0.233590102	0.946314846
RET	0.233631255	0.935020052
MED9	0.233651523	0.707663075
ZBTB7A	0.233707267	0.7703353
SH2B2	0.233735491	0.870088455
TOB2	0.233741593	0.353390834
RALGAPA1	0.233745957	0.751014437
ISCU	0.233894269	0.700328223
DENND1C	0.233900747	0.932149649
MAMLD1	0.233921226	0.941334501
ZDHHC13	0.23395947	0.834439283
SLC7A9	0.234163817	NA
MS4A4A	0.234312677	0.882908311
CXCR5	0.234366247	NA
NES	0.234409178	0.889794858
SUV39H1	0.23446888	0.740798026
RPL18	0.23469527	0.666183757
CDC42EP3	0.234735377	0.826517478
SYNPO2L	0.234739997	0.894588116
TAP2	0.234761675	0.855345177
COTL1	0.234857051	0.888910475
AADAT	0.234863391	0.894077833
BLOC1S3	0.234907167	0.697440659
SIAH2	0.234948041	0.494910358
CDR2	0.234965309	0.655480252
CEP89	0.23505426	0.725259119
ARL6IP5	0.235086301	0.742789504
ZDHHC11	0.235203318	0.929044438
CLEC10A	0.235262443	NA
SEC11C	0.235337578	0.810452599
C3orf18	0.235352522	0.875923422
GPR143	0.235458385	0.897272976
IL12RB2	0.235514185	0.84530673
SAMD8	0.23579917	0.31021809
FAM159A	0.235885682	NA
ACTN1	0.2359391	0.785178249
CRIM1	0.236079678	0.690602837
SYMPK	0.236098111	0.65281104
CCDC114	0.236099208	0.932149649
IFNE	0.236227478	NA
RAB11FIP5	0.236631686	0.782779204
HOXC10	0.236721856	NA
CALU	0.236735361	0.250003864
ENAH	0.236758197	0.813648966
FANK1	0.236802773	0.874552413
COL6A2	0.236820318	0.846230111
PLCG1	0.237021216	0.545567851
ZNF300	0.237040504	0.910837129
TMEM160	0.237091717	0.921622444
ELL2	0.237266334	0.508717585
FARSA	0.237278359	0.48961503
EXOG	0.237582154	0.721873792
ARHGEF9	0.237697927	0.852290622
COL3A1	0.238034017	0.899440072
PLXNA1	0.238219012	0.819308415
PCDHGA3	0.238442286	0.883576506
POLR3GL	0.238524493	0.785542503
C10orf95	0.238588378	0.905270983
ANKRD13B	0.238777627	0.920065549
DYNC1I1	0.239055077	0.932816619
SLC22A11	0.239057258	0.676859349
CRTC1	0.239057801	0.864978161
PPP1R3F	0.239086945	0.805550854
UQCRC1	0.239241055	0.401231914
PINK1	0.239287817	0.675440706
LGALS16	0.239390043	0.781116257
RILPL1	0.23946004	0.749680218
EFEMP1	0.239664532	0.80923004
NBPF7	0.23973053	0.7703353
FAH	0.239881405	0.809118336
IDUA	0.24003443	0.914309031
NDUFS7	0.240055061	0.65281104
SART1	0.240176341	0.578669076
KIAA0556	0.240189824	0.524968853
NRXN1	0.240284855	NA
ELMSAN1	0.240293764	0.630911815
WNK1	0.240298673	0.571272187
VTN	0.240360148	0.927320287
TH	0.240398511	NA
FBXL12	0.240460714	0.509079527
ARRDC3	0.240576936	0.764026953
FBXO6	0.240854842	0.875923422
DNASE1L1	0.240966156	0.475184071
SCG5	0.240996686	NA
IGFBP5	0.241097581	0.563213371
LRPAP1	0.241106887	0.732620886
SLC25A1	0.241109863	0.622466596
